conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,cleaned_text
1875552508116136294,Sat Jan 04 14:38:58 +0000 2025,0,@Greesel_JKT48 mending kamu coba minum kopi seminggu 2 atau 3 kopi dulu nanti gitu terus sampe terbiasa minum kopinya. Asal nanti kalau udh terbiasa jangan keterusan wkwkwk #GreeThings,1875552508116136294,,Greesel_JKT48,in,,0,0,0,https://x.com/Ryanrenaldy09/status/1875552508116136294,1039006149050216448,Ryanrenaldy09,mending kamu coba minum kopi seminggu 2 atau 3 kopi dulu nanti gitu terus sampe terbiasa minum kopinya Asal nanti kalau udh terbiasa jangan keterusan wkwkwk
1875477344657535219,Sat Jan 04 14:38:57 +0000 2025,0,@JTrisha_JKT48 Iki ajarane sopo?,1875552504299319634,,JTrisha_JKT48,in,,0,0,0,https://x.com/Aryoardianto_/status/1875552504299319634,1157108789302087680,Aryoardianto_,Iki ajarane sopo
1875509349164183770,Sat Jan 04 14:38:53 +0000 2025,0,@CErine_JKT48 @AR_LanaJKT48 @Nachia_JKT48 @Levi_JKT48 setujuu!! ditunggu,1875552487526297918,,CErine_JKT48,in, Indonesia,0,0,0,https://x.com/olmacth/status/1875552487526297918,1704359558985265152,olmacth,setujuu ditunggu
1875550747942907987,Sat Jan 04 14:38:49 +0000 2025,0,@robbysputra @Levi_JKT48 Iya bang di pamer lagi,1875552468517712115,,robbysputra,in,"Kalimantan Tengah, Indonesia",0,0,0,https://x.com/Nurichsanarsndy/status/1875552468517712115,1187867619325431808,Nurichsanarsndy,Iya bang di pamer lagi
1875536339543978425,Sat Jan 04 14:38:46 +0000 2025,0,@JTrisha_JKT48 pasti isi wardrobenya skena semua,1875552455351808300,,JTrisha_JKT48,in,,0,0,0,https://x.com/banz1y/status/1875552455351808300,1688574375870836736,banz1y,pasti isi wardrobenya skena semua
1875551124062925125,Sat Jan 04 14:38:45 +0000 2025,0,@AprilliVelsID @Rilly_JKT48 Turu min,1875552454336790859,,AprilliVelsID,in,,0,0,0,https://x.com/Nadelinevilamor/status/1875552454336790859,1785683638342004737,Nadelinevilamor,Turu min
1875552441338622265,Sat Jan 04 14:38:42 +0000 2025,441,puji Tuhan #LeVlog sudah jadi tinggal upload,1875552441338622265,,,in,,0,82,17,https://x.com/Levi_JKT48/status/1875552441338622265,1725200414822580227,Levi_JKT48,puji Tuhan sudah jadi tinggal upload
1875550451254575597,Sat Jan 04 14:38:40 +0000 2025,0,@Aralie_JKT48 malamm ayayi hari ini sedikit seru aku sudah lihatt sukak bangettt GN ayayi ,1875552433457484267,,Aralie_JKT48,in,"Bali, Indonesia",0,0,0,https://x.com/acoboyy/status/1875552433457484267,1654385986963664898,acoboyy,malamm ayayi hari ini sedikit seru aku sudah lihatt sukak bangettt GN ayayi
1875536339543978425,Sat Jan 04 14:38:39 +0000 2025,0,@JTrisha_JKT48 Wkwkwkwk mayan gratis,1875552428990562520,,JTrisha_JKT48,in,Democratic People's Republic,0,0,0,https://x.com/ndrararara/status/1875552428990562520,1290054014176915457,ndrararara,Wkwkwkwk mayan gratis
1875550451254575597,Sat Jan 04 14:38:38 +0000 2025,0,@Aralie_JKT48 okee siappp otw bu bosss,1875552425022779646,,Aralie_JKT48,in,"Kalimantan Barat, Indonesia",0,0,0,https://x.com/Adawadel/status/1875552425022779646,1783420756082454528,Adawadel,okee siappp otw bu bosss
1875552387320143998,Sat Jan 04 14:38:29 +0000 2025,0,selamatt malamm giaa gimana kabarnyaa?? @Giaa_JKT48,1875552387320143998,,,in,,0,0,0,https://x.com/beriftgiaa/status/1875552387320143998,1870250331743105026,beriftgiaa,selamatt malamm giaa gimana kabarnyaa
1875535611597398097,Sat Jan 04 14:38:28 +0000 2025,0,@Levi_JKT48 cantik banget kak,1875552380328222872,,Levi_JKT48,in,Surakarta,0,0,0,https://x.com/mancalledlost/status/1875552380328222872,1131219116424015872,mancalledlost,cantik banget kak
1875550451254575597,Sat Jan 04 14:38:26 +0000 2025,0,@Aralie_JKT48 Malamm syukue berjalan lancar. Aku udah like komen repost tiktok kamu pertama. Selamat istirahat ya Bi. GN LUV,1875552373424443774,,Aralie_JKT48,in,B27,0,0,0,https://x.com/_errawr/status/1875552373424443774,1562421280653312000,_errawr,Malamm syukue berjalan lancar Aku udah like komen repost tiktok kamu pertama Selamat istirahat ya Bi GN LUV
1875552360942203340,Sat Jan 04 14:38:23 +0000 2025,0,Untuk #January4Fiony gue cuman satu tetap berjaya di JKT48 aja Last year Ce Pio sudah semantap itu memang pokoknya tahun ini tetap menjadi versi diri yang terbaik aja Setuju gak kak @Symfiony,1875552360942203340,,,in,Jambi pokoknya,0,0,0,https://x.com/Neil_sudah17/status/1875552360942203340,1759989479681732608,Neil_sudah17,Untuk gue cuman satu tetap berjaya di JKT48 aja Last year Ce Pio sudah semantap itu memang pokoknya tahun ini tetap menjadi versi diri yang terbaik aja Setuju gak kak
1875550451254575597,Sat Jan 04 14:38:21 +0000 2025,0,@Aralie_JKT48 Hii bi hari ini sangat mengasyikkan walaupun ya lelah juga karna ngejar target Short wkwk,1875552353950298331,,Aralie_JKT48,in,"Bekasi Selatan, Indonesia",0,0,0,https://x.com/kamiljauhrsyrf/status/1875552353950298331,1546674603367415808,kamiljauhrsyrf,Hii bi hari ini sangat mengasyikkan walaupun ya lelah juga karna ngejar target Short wkwk
1875524551272231229,Sat Jan 04 14:38:21 +0000 2025,0,@CErine_JKT48 Cakeppp lanjutannya apa min,1875552350280282250,,CErine_JKT48,in,,0,0,0,https://x.com/DapaLfzy/status/1875552350280282250,1463681482757533702,DapaLfzy,Cakeppp lanjutannya apa min
1875509349164183770,Sat Jan 04 14:38:15 +0000 2025,0,@CErine_JKT48 @AR_LanaJKT48 @Nachia_JKT48 @Levi_JKT48 Wkwk stuju,1875552326305640793,,CErine_JKT48,in,idoling and random things,0,0,0,https://x.com/misnabb/status/1875552326305640793,1131409974360281088,misnabb,Wkwk stuju
1875552322434297910,Sat Jan 04 14:38:14 +0000 2025,0,Halooo @Ekin_JKT48 rate hari ini dong kalo aku hari ini soalnya tadi aku tidur dari siang sampai sore heheehe. Selamat malam dan selamat beristirahat yaa,1875552322434297910,,,in,,0,0,0,https://x.com/Kall1138/status/1875552322434297910,1699051504026726400,Kall1138,Halooo rate hari ini dong kalo aku hari ini soalnya tadi aku tidur dari siang sampai sore heheehe Selamat malam dan selamat beristirahat yaa
1875548605190488238,Sat Jan 04 14:38:07 +0000 2025,0,@putripramess @Aralie_JKT48 kenapa tidaakk ,1875552293917282557,,putripramess,in,"malang, 850km from home (jkt)",0,0,0,https://x.com/agawstr/status/1875552293917282557,1297540010917257216,agawstr,kenapa tidaakk
1875534619430547581,Sat Jan 04 14:38:02 +0000 2025,0,@CErine_JKT48 banyak mauu,1875552274183024989,,CErine_JKT48,in,,0,0,0,https://x.com/meyaasm/status/1875552274183024989,1700261599192506368,meyaasm,banyak mauu
1875455104880669110,Sat Jan 04 14:38:02 +0000 2025,0,@Arzxy01 @Gendis_JKT48 kata kak Ardiaz selamat atas 1jt foll tiktok-nya jgn lupa pap! https://t.co/TmSunmfRMx,1875552272681451611,https://pbs.twimg.com/media/GgdM0bZa8AM0vZe.jpg,Arzxy01,in,Mars,0,0,0,https://x.com/naiixyzz__/status/1875552272681451611,1591427828004057088,naiixyzz__,kata kak Ardiaz selamat atas 1jt foll tiktoknya jgn lupa pap
1875550451254575597,Sat Jan 04 14:38:00 +0000 2025,0,@Aralie_JKT48 Malam Alie. Tidak seluruhnya tapi baik-baik aja ️ okay sayang sehabis ini yaa. Semangat disimpan untuk menyambut hari esok saja yaaa selamat istirahat ,1875552262371864676,,Aralie_JKT48,in,gg,0,0,0,https://x.com/sceneofcosmic/status/1875552262371864676,1774576681380098048,sceneofcosmic,Malam Alie Tidak seluruhnya tapi baikbaik aja okay sayang sehabis ini yaa Semangat disimpan untuk menyambut hari esok saja yaaa selamat istirahat
1872569000686911524,Sat Jan 04 14:37:54 +0000 2025,0,HALOO MASIH ADA SLOT UNTUK DAY6 FOREVER YOUNG ‼️‼️ Bruno dapat 28 tiket enha dapat 16 tiket taylor 22 tiket coldplay 23 tiket svt 67 tiket jkt48 34 tiket dan banyak lagi!!! t. konser jastip jaswar war day 6 jastip jaswar selfpayment selfpay trusted https://t.co/QDoZv4XGHD,1875552240603422818,,kaevticketing,in,@jastipkaevi on instagram,0,0,0,https://x.com/kaevticketing/status/1875552240603422818,993016955505295360,kaevticketing,HALOO MASIH ADA SLOT UNTUK DAY6 FOREVER YOUNG Bruno dapat 28 tiket enha dapat 16 tiket taylor 22 tiket coldplay 23 tiket svt 67 tiket jkt48 34 tiket dan banyak lagi t konser jastip jaswar war day 6 jastip jaswar selfpayment selfpay trusted
1875513752940167377,Sat Jan 04 14:37:51 +0000 2025,0,@Levi_JKT48 @AR_LanaJKT48 Parah emang,1875552224472117602,,Levi_JKT48,in,,0,0,0,https://x.com/MuhamadYusufA32/status/1875552224472117602,1487094406578466816,MuhamadYusufA32,Parah emang
1875550451254575597,Sat Jan 04 14:37:48 +0000 2025,0,@Aralie_JKT48 MALAAMM alhamdulillah lancaar aku baru liaat tadi sumpah kereen bgttt love ur voice so muchh kamu selamat beristirahat yaa good nightt sleep tight &amp; sweet dreams,1875552215206916596,,Aralie_JKT48,in,,0,0,0,https://x.com/ybs_1njea/status/1875552215206916596,1745093036831313920,ybs_1njea,MALAAMM alhamdulillah lancaar aku baru liaat tadi sumpah kereen bgttt love ur voice so muchh kamu selamat beristirahat yaa good nightt sleep tight amp sweet dreams
1875552206080086196,Sat Jan 04 14:37:46 +0000 2025,0,ga di maafin udah terlanjut kit heart @Delynn_JKT48 #Dailynn,1875552206080086196,,,in,"Bali, Indonesia",0,0,0,https://x.com/Sevaamahaangga/status/1875552206080086196,1764264023862976512,Sevaamahaangga,ga di maafin udah terlanjut kit heart
1875534619430547581,Sat Jan 04 14:37:46 +0000 2025,0,@CErine_JKT48 @AR_LanaJKT48 malah request,1875552205371273718,,CErine_JKT48,in,,0,0,0,https://x.com/meyaasm/status/1875552205371273718,1700261599192506368,meyaasm,malah request
1875509349164183770,Sat Jan 04 14:37:41 +0000 2025,0,@AR_LanaJKT48 @Nachia_JKT48 @Levi_JKT48 STOP KATA AKUMAH,1875552184546578684,,AR_LanaJKT48,in,idoling and random things,0,0,0,https://x.com/misnabb/status/1875552184546578684,1131409974360281088,misnabb,STOP KATA AKUMAH
1875550451254575597,Sat Jan 04 14:36:27 +0000 2025,0,@Aralie_JKT48 MALAM ARALIEE biasa aja sii jujurly no karena aku gajadi ngerjain sesuatu hari ini wkwkkw sudah sudah bagus banget tauu kamu juga cantik bngt kapan kapan nyanyiin lagu puja puji haji jaka yaa wih bagus ya langitnyaw iyaa let's take a quick snooze GN sleep wel yaa,1875551875531235605,,Aralie_JKT48,in,dihatimu,0,0,0,https://x.com/calrzsta_/status/1875551875531235605,1612115499755900929,calrzsta_,MALAM ARALIEE biasa aja sii jujurly no karena aku gajadi ngerjain sesuatu hari ini wkwkkw sudah sudah bagus banget tauu kamu juga cantik bngt kapan kapan nyanyiin lagu puja puji haji jaka yaa wih bagus ya langitnyaw iyaa lets take a quick snooze GN sleep wel yaa
1875550451254575597,Sat Jan 04 14:36:27 +0000 2025,0,@Aralie_JKT48 keren banget ihhhhh,1875551874973364296,,Aralie_JKT48,in,ga semuanya tentang jeketi.,0,0,0,https://x.com/kopparslagare_/status/1875551874973364296,1219764201419227136,kopparslagare_,keren banget ihhhhh
1875509349164183770,Sat Jan 04 14:36:22 +0000 2025,1,@Levi_JKT48 @AR_LanaJKT48 @Nachia_JKT48 ngerii ah,1875551854651961365,,Levi_JKT48,in,,0,0,0,https://x.com/S_wafaaaa/status/1875551854651961365,1823354875469848576,S_wafaaaa,ngerii ah
1875550451254575597,Sat Jan 04 14:36:14 +0000 2025,0,@Aralie_JKT48 MALAM CHELL hari ini lancar jaya karena aku cuman nonton aja iya aku udah liat kokk bajus sekaliii kamu jangan begadang lohh GN luvv,1875551819340116232,,Aralie_JKT48,in,Di mana-mana hatiku senang,0,0,0,https://x.com/CGeavani/status/1875551819340116232,1537461026110599168,CGeavani,MALAM CHELL hari ini lancar jaya karena aku cuman nonton aja iya aku udah liat kokk bajus sekaliii kamu jangan begadang lohh GN luvv
1875228649538121824,Sat Jan 04 14:36:13 +0000 2025,0,@akbar_hs1 @SNayla_JKT48 WKWKWKKWK terpantau ella oshi,1875551814197854678,,akbar_hs1,in,,0,0,0,https://x.com/shalleee0/status/1875551814197854678,1692395964240465920,shalleee0,WKWKWKKWK terpantau ella oshi
1875550451254575597,Sat Jan 04 14:36:10 +0000 2025,0,@Aralie_JKT48 sudah di cek lie met istirahat maluv,1875551802684535098,,Aralie_JKT48,in,,0,0,0,https://x.com/bimbimbammm/status/1875551802684535098,1659863413,bimbimbammm,sudah di cek lie met istirahat maluv
1875526161096446211,Sat Jan 04 14:36:10 +0000 2025,0,@Delynn_JKT48 Mau nemenin aku nggak?,1875551801451409611,,Delynn_JKT48,in,"South Borneo, Indonesia",0,0,0,https://x.com/DayatGps12/status/1875551801451409611,725891288176824322,DayatGps12,Mau nemenin aku nggak
1875529654062501984,Sat Jan 04 14:36:09 +0000 2025,0,@Nala_JKT48 Padi - Kasih tak sampai Padi - Ternyata cinta Dewa 19 - Roman Picisan Gigi - 11 Januari Gigi - andai Sheila on 7 - Sephia Glenn Fredly - Sedih tak berujung Glenn Fredly - Januari Samson - Kenangan Terindah Ada Band - Manusia Bodoh Ada Band - Masih,1875551797441655201,,Nala_JKT48,in,,0,0,0,https://x.com/zedavies/status/1875551797441655201,173034914,zedavies,Padi Kasih tak sampai Padi Ternyata cinta Dewa 19 Roman Picisan Gigi 11 Januari Gigi andai Sheila on 7 Sephia Glenn Fredly Sedih tak berujung Glenn Fredly Januari Samson Kenangan Terindah Ada Band Manusia Bodoh Ada Band Masih
1875550451254575597,Sat Jan 04 14:36:04 +0000 2025,0,@Aralie_JKT48 Malam liii hari ini berjalan lancar seperti biasa alhamdulillah. Aku belum liatt habis ini otw liat. GN juga luv,1875551777694916982,,Aralie_JKT48,in,,0,0,0,https://x.com/hsyifadmynti/status/1875551777694916982,1611725109492084736,hsyifadmynti,Malam liii hari ini berjalan lancar seperti biasa alhamdulillah Aku belum liatt habis ini otw liat GN juga luv
1875534619430547581,Sat Jan 04 14:36:04 +0000 2025,0,@M_OlineJKT48 @CErine_JKT48 @AR_LanaJKT48 WKWKWK ,1875551776608505947,,M_OlineJKT48,in,,0,0,0,https://x.com/arnwndt11/status/1875551776608505947,1223073013442105344,arnwndt11,WKWKWK
1875550451254575597,Sat Jan 04 14:36:04 +0000 2025,0,@Aralie_JKT48 Sudah ku sebarkan link videonya ke grup alumni juga katanya keren apalagi full 1 lagu‍️,1875551776168145198,,Aralie_JKT48,in,Indonesia,0,0,0,https://x.com/ayayieveryday/status/1875551776168145198,1416313630925234176,ayayieveryday,Sudah ku sebarkan link videonya ke grup alumni juga katanya keren apalagi full 1 lagu
1875550451254575597,Sat Jan 04 14:36:03 +0000 2025,0,@Aralie_JKT48 MALAM Aralieee! kurang berjalan lancar tapi ngga apa-apa ‍ okeyyy otw cek ‍️ Woow serunyaa pengen juga dehh GN aralieee,1875551774263930941,,Aralie_JKT48,in,,0,0,0,https://x.com/Irzaar_/status/1875551774263930941,1401150111703392257,Irzaar_,MALAM Aralieee kurang berjalan lancar tapi ngga apaapa okeyyy otw cek Woow serunyaa pengen juga dehh GN aralieee
1875550451254575597,Sat Jan 04 14:36:00 +0000 2025,0,@Aralie_JKT48 MALAAAMM hari ini lancaarrr dongg udaa liattt keren banget terharu dehh kapan-kapan cover fullnya ga sih? atau atleast sampai reff-nya hehehee ️ waahh senangnya bisa melihat langit lagi apakah ada pelangi? selamat beristirahat yaa goodnight maluvv ,1875551761907564892,,Aralie_JKT48,in,,0,0,0,https://x.com/ER_Ditzz/status/1875551761907564892,1804809687310954496,ER_Ditzz,MALAAAMM hari ini lancaarrr dongg udaa liattt keren banget terharu dehh kapankapan cover fullnya ga sih atau atleast sampai reffnya hehehee waahh senangnya bisa melihat langit lagi apakah ada pelangi selamat beristirahat yaa goodnight maluvv
1875550451254575597,Sat Jan 04 14:35:58 +0000 2025,0,@Aralie_JKT48 Yodah rehat aja ya abi mumpung ada waktu manfaatkan utk recharge energy hati n ur mind. Bsk akan sibuk kembali gn ya bi,1875551753674092715,,Aralie_JKT48,in,,0,0,0,https://x.com/cahyobronz/status/1875551753674092715,1458072529319313413,cahyobronz,Yodah rehat aja ya abi mumpung ada waktu manfaatkan utk recharge energy hati n ur mind Bsk akan sibuk kembali gn ya bi
1875550451254575597,Sat Jan 04 14:35:53 +0000 2025,0,@Aralie_JKT48 Malam juga abigail biasa aja sih harinya flat iya nanti lihat ya abis ini good night sleep well ya,1875551729829474566,,Aralie_JKT48,in, Bandung,0,0,0,https://x.com/muhaldii_/status/1875551729829474566,1738728086370443265,muhaldii_,Malam juga abigail biasa aja sih harinya flat iya nanti lihat ya abis ini good night sleep well ya
1875542791553741227,Sat Jan 04 14:35:49 +0000 2025,0,@officialJKT48 @Greesel_JKT48 ciee,1875551715703058797,,officialJKT48,in,"Yogyakarta, Indonesia",0,0,0,https://x.com/_luckyandhika/status/1875551715703058797,1607392302129106945,_luckyandhika,ciee
1875509349164183770,Sat Jan 04 14:35:47 +0000 2025,0,@Levi_JKT48 @AR_LanaJKT48 @Nachia_JKT48 Keren mrisel,1875551707608052024,,Levi_JKT48,in,,0,0,0,https://x.com/Bakeriez1/status/1875551707608052024,1021370846525321216,Bakeriez1,Keren mrisel
1875529654062501984,Sat Jan 04 14:35:42 +0000 2025,0,@Nala_JKT48 Lingsir wengi Itu enak Kereta malam Itu Enak banget Kelam malam itu Enak pake banget. Cocok di dengarkan ketika sedang self hiling.,1875551683222368666,,Nala_JKT48,in,,0,0,0,https://x.com/rrsqqii_com/status/1875551683222368666,1794621330547249152,rrsqqii_com,Lingsir wengi Itu enak Kereta malam Itu Enak banget Kelam malam itu Enak pake banget Cocok di dengarkan ketika sedang self hiling
1875551124062925125,Sat Jan 04 14:35:39 +0000 2025,0,@AprilliVelsID @Rilly_JKT48 Malming nya kultivasi aja,1875551673504162248,,AprilliVelsID,in,,0,0,0,https://x.com/RIZKYRA50220856/status/1875551673504162248,1179778166929276929,RIZKYRA50220856,Malming nya kultivasi aja
1875550451254575597,Sat Jan 04 14:35:34 +0000 2025,0,@Aralie_JKT48 Malamm Araliee iyaa aku udah liat tiktok kamu adem banget denger suara kamu tuu. Good night ,1875551649831514154,,Aralie_JKT48,in,"Medan, Sumatera Utara",0,0,0,https://x.com/Rabbanyn24/status/1875551649831514154,867932712182599680,Rabbanyn24,Malamm Araliee iyaa aku udah liat tiktok kamu adem banget denger suara kamu tuu Good night
1875550451254575597,Sat Jan 04 14:35:26 +0000 2025,0,@Aralie_JKT48 Malam maluvvv hari ini cukup melelahkan alhamdulillah berjalan dengan lancar koo aku uda liatt tiktok kamuu wuuiiii kerennn ada ada aja deh kamuu gn ayayiii selamat istirahat,1875551618340679843,,Aralie_JKT48,in,,0,0,0,https://x.com/jahayvanka93804/status/1875551618340679843,1672242779194523649,jahayvanka93804,Malam maluvvv hari ini cukup melelahkan alhamdulillah berjalan dengan lancar koo aku uda liatt tiktok kamuu wuuiiii kerennn ada ada aja deh kamuu gn ayayiii selamat istirahat
1875550451254575597,Sat Jan 04 14:35:26 +0000 2025,0,@Aralie_JKT48 Malamm araliee syap nnti aku cek. Jangan lupa istirahat yg cukup yaa,1875551616709034305,,Aralie_JKT48,in,"Bogor, Jawa Barat",0,0,0,https://x.com/alviiinnnn03/status/1875551616709034305,1734349082859343872,alviiinnnn03,Malamm araliee syap nnti aku cek Jangan lupa istirahat yg cukup yaa
1875550451254575597,Sat Jan 04 14:35:24 +0000 2025,0,@Aralie_JKT48 malam ayayi hari ini b aja sih kalo kamu gimana? oke ntar aku check btw janlup istirahat yaa banyakin minum air putih goodnight jan begadang,1875551610157592828,,Aralie_JKT48,in,,0,0,0,https://x.com/alreza200421111/status/1875551610157592828,1588173263179767809,alreza200421111,malam ayayi hari ini b aja sih kalo kamu gimana oke ntar aku check btw janlup istirahat yaa banyakin minum air putih goodnight jan begadang
1875509349164183770,Sat Jan 04 14:35:22 +0000 2025,1,@Le_ViosaID @Levi_JKT48 @AR_LanaJKT48 @Nachia_JKT48 buat min,1875551600552636436,,Le_ViosaID,in,,0,0,0,https://x.com/S_wafaaaa/status/1875551600552636436,1823354875469848576,S_wafaaaa,buat min
1875497183698678036,Sat Jan 04 14:35:20 +0000 2025,1,@OmBrunyaBeby_ @Freya_JKT48 @A_FionyJKT48 Freya's Warrior siap melawan tubir² konyol.,1875551594370232361,,OmBrunyaBeby_,in,,0,0,0,https://x.com/Hehe_everybody/status/1875551594370232361,1711296159850098688,Hehe_everybody,Freyas Warrior siap melawan tubir² konyol
1875550451254575597,Sat Jan 04 14:35:16 +0000 2025,0,@Aralie_JKT48 MALAM BII baik baik saja... okee siyapp otw otw ‍️ wihh langit hari ini sebagus itu ya? aku seharian ini gak keluar rumah hehe waduh kalo mau beraktivitas lagi lanjutin besok saja sekalian ngumpulin semangat yg lebih matang iyaa GN JUGA BII ,1875551576515080473,,Aralie_JKT48,in,,0,0,0,https://x.com/fiureenn/status/1875551576515080473,1810599883277242368,fiureenn,MALAM BII baik baik saja okee siyapp otw otw wihh langit hari ini sebagus itu ya aku seharian ini gak keluar rumah hehe waduh kalo mau beraktivitas lagi lanjutin besok saja sekalian ngumpulin semangat yg lebih matang iyaa GN JUGA BII
1875550451254575597,Sat Jan 04 14:35:14 +0000 2025,0,@Aralie_JKT48 sudah ku cek like komen repost share. GN bii semoga mimpi indah,1875551566012542989,,Aralie_JKT48,in,,0,0,0,https://x.com/dinoconian/status/1875551566012542989,1255375143465111553,dinoconian,sudah ku cek like komen repost share GN bii semoga mimpi indah
1875550451254575597,Sat Jan 04 14:35:08 +0000 2025,0,@Aralie_JKT48 malammm juga aku lagi lose streak pusing pingin tidur ajaa good night jugaa roarrr️,1875551541509464561,,Aralie_JKT48,in,,0,0,0,https://x.com/stoicisme21/status/1875551541509464561,1870822310384713728,stoicisme21,malammm juga aku lagi lose streak pusing pingin tidur ajaa good night jugaa roarrr
1875550451254575597,Sat Jan 04 14:35:01 +0000 2025,0,@Aralie_JKT48 malam juga ayayi aku udah liat kok tadi videonya dan sudah aku like suaramu begitu merdu GN ayayi,1875551513520767417,,Aralie_JKT48,in,"Central Java, Indonesia",0,0,0,https://x.com/l3vy0_0/status/1875551513520767417,1851224976487301120,l3vy0_0,malam juga ayayi aku udah liat kok tadi videonya dan sudah aku like suaramu begitu merdu GN ayayi
1875550451254575597,Sat Jan 04 14:34:59 +0000 2025,9,@Aralie_JKT48 minlie udah liat dongsss syoekak dech liatnya selamat istirahat yaaa kamunya GN MALLUV ,1875551504117211176,,Aralie_JKT48,in,Taman Bunga Aralie,0,0,0,https://x.com/arariel_id/status/1875551504117211176,1725911693681934336,arariel_id,minlie udah liat dongsss syoekak dech liatnya selamat istirahat yaaa kamunya GN MALLUV
1875529654062501984,Sat Jan 04 14:34:59 +0000 2025,0,@Nala_JKT48 Semua lagu Dewa,1875551503941038583,,Nala_JKT48,in,,0,0,0,https://x.com/muhrayhan_23/status/1875551503941038583,821767033,muhrayhan_23,Semua lagu Dewa
1875479041156976866,Sat Jan 04 14:34:56 +0000 2025,0,@SNayla_JKT48 @F_FeniJKT48 lucuuu bgt siihh nay WKWKWKW,1875551493283274977,,SNayla_JKT48,in,strawberry fields,0,0,0,https://x.com/pertengahan_9/status/1875551493283274977,1678058158898688000,pertengahan_9,lucuuu bgt siihh nay WKWKWKW
1875536339543978425,Sat Jan 04 14:34:55 +0000 2025,1,@JTrisha_JKT48 wkwkwk ,1875551490154385876,,JTrisha_JKT48,in,,0,0,0,https://x.com/F_Berrian/status/1875551490154385876,1774821258938740737,F_Berrian,wkwkwk
1875534619430547581,Sat Jan 04 14:34:41 +0000 2025,0,@M_OlineJKT48 @AR_LanaJKT48 @CErine_JKT48 Siap siap konten TikTok,1875551429429280973,,M_OlineJKT48,in,,0,0,0,https://x.com/haolihao27/status/1875551429429280973,1760847816883384320,haolihao27,Siap siap konten TikTok
1875550451254575597,Sat Jan 04 14:34:35 +0000 2025,0,@Aralie_JKT48 Malam ayayi aku hari ini full istirahat si soalnya lagi kurang sehat oke aku cek sekarang selamat istirahat ya GN maluvv,1875551402694766898,,Aralie_JKT48,in,,0,0,0,https://x.com/CAhdoh13/status/1875551402694766898,1592616742433751041,CAhdoh13,Malam ayayi aku hari ini full istirahat si soalnya lagi kurang sehat oke aku cek sekarang selamat istirahat ya GN maluvv
1875550451254575597,Sat Jan 04 14:34:34 +0000 2025,0,@Aralie_JKT48 Malam aralie lancar aja sih hari ini ok segera dicek wah pasti bagus banget pemandangannya good night alie ,1875551401394450587,,Aralie_JKT48,in,Jakarta Capital Region,0,0,0,https://x.com/yrco__/status/1875551401394450587,1597204797785968640,yrco__,Malam aralie lancar aja sih hari ini ok segera dicek wah pasti bagus banget pemandangannya good night alie
1875551387960144315,Sat Jan 04 14:34:31 +0000 2025,2,Done ketua gini kan? Gak yaa? Ssorry dah @CErine_JKT48 #NgabaRine https://t.co/iL6UwOCMdj,1875551387960144315,https://pbs.twimg.com/ext_tw_video_thumb/1875551351578750976/pu/img/hUxWbnv_0wZQc-8Y.jpg,,in,,0,0,0,https://x.com/Angga3son/status/1875551387960144315,751653383669374976,Angga3son,Done ketua gini kan Gak yaa Ssorry dah
1875542697144152114,Sat Jan 04 14:34:25 +0000 2025,0,@Nala_JKT48 udah mulai sr nya?? Atau ketinggalan nihh,1875551362668491167,,Nala_JKT48,in,,0,0,0,https://x.com/aine59402/status/1875551362668491167,1687384503499862017,aine59402,udah mulai sr nya Atau ketinggalan nihh
1875551354036613462,Sat Jan 04 14:34:23 +0000 2025,0,Kenapa kamu bisa bisanya kepikiran baristanya bakal ngejudge karna pesen non-coffee issokei cell nongkrong mah nongkrong ajaa aku jg gabisa minum kopi and i always order non-coffee chill aja broo @Greesel_JKT48 #GreeThings,1875551354036613462,,,in,,0,0,0,https://x.com/puttsartss/status/1875551354036613462,1816657475116105728,puttsartss,Kenapa kamu bisa bisanya kepikiran baristanya bakal ngejudge karna pesen noncoffee issokei cell nongkrong mah nongkrong ajaa aku jg gabisa minum kopi and i always order noncoffee chill aja broo
1875512141882781815,Sat Jan 04 14:33:25 +0000 2025,0,@CErine_vall @Rilly_JKT48 pertanda nambah oshi?,1875551112620904926,,CErine_vall,in,Cath.,0,0,0,https://x.com/jncosse/status/1875551112620904926,1709536616719790080,jncosse,pertanda nambah oshi
1875513823505055762,Sat Jan 04 14:33:25 +0000 2025,0,@Rilly_JKT48 Pisang goreng di cocol sambal bawang Enaknya ga akan pernah terbayang.,1875551111438070113,,Rilly_JKT48,in,,0,0,0,https://x.com/rrsqqii_com/status/1875551111438070113,1794621330547249152,rrsqqii_com,Pisang goreng di cocol sambal bawang Enaknya ga akan pernah terbayang
